Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Metric TONS
202012,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,5.130216
201711,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,270.2022624
201303,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,316.3116096
201211,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Cargo,Passenger,360.1756368
200902,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,3.0318624
200709,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,5.0331456
201707,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Express,Passenger,0.0154224
201102,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,368.9659512
201802,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Mail,Passenger,305.1965952
201303,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,2.5859736
201205,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Cargo,Passenger,6.7795056
201704,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,188.466264
201809,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Mail,Passenger,7.7334264
200707,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,57.2415984
201711,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,12.5311536
200912,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,4.9070448
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,7.0480368
201908,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Express,Passenger,17.2971288
201712,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,311.7928464
201612,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,8.1099144
200603,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,5.377428
201706,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,406.2945096
200908,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,48.925296
201601,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Cargo,Passenger,78.8592672
201904,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Cargo,Passenger,402.533712
201702,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,75.9571344
201809,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,716.8857696
201412,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,8.0949456
202012,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,0.1728216
202007,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,3.2573016
200901,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,52.0025184
201310,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,1.9659024
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,132.9982416
201302,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,441.1241856
201204,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,2.1768264
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,785.968596
201303,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,54.769932
201712,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,0.0562464
201507,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Cargo,Passenger,535.5192528
200909,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,565.4124
200907,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,370.0858896
200807,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,630.034524
201804,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,174.973932
201209,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,3.9363408
201812,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,26.914356
202008,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,38.1495744
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,284.7705336
201008,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,38.3491584
201612,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Cargo,Passenger,68.6877408
201209,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,1.7127936
201312,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,97.9150032
201808,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,International,Asia,Enplaned,Cargo,Freighter,331.7512464
201711,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,12.5710704
200809,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,3.454164
201601,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,91.1745072
201405,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Passenger,2.8159488
200707,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Deplaned,Cargo,Freighter,300.7785312
200610,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,493.9241328
201005,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,331.0195896
200712,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,109.6069968
201607,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,266.165676
200910,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,294.5991384
201502,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,56.3838408
200912,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,314.229132
201512,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Cargo,Passenger,1.2351528
200511,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Mail,Freighter,8.0318952
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,223.8103224
201604,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Cargo,Passenger,176.7919608
200903,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,152.650008
201704,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,1248.530825
201108,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,5.4599832
202008,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,530.0760528
201810,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,0.3157056
201502,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Passenger,1.3136256
201907,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Cargo,Passenger,255.5568792
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,2515.254638
201311,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,247.402512
201705,Swissport USA,,Swissport USA,,International,Asia,Deplaned,Cargo,Freighter,258.0040512
201906,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,20.371176
201009,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,168.7959
201202,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,17.0762256
201305,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,228.857076
201006,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,8.3448792
201408,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,672.1934688
201805,Iberia,IB,Iberia,IB,International,Europe,Enplaned,Cargo,Passenger,41.6504592
201201,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,39.3262128
201103,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,98.2030392
201910,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,271.7544816
201404,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,20.284992
200904,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,199.8058104
201501,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,8.6469768
200806,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,0.213192
200802,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Passenger,20.0749752
202009,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Mail,Passenger,5.7711528
201703,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,111.3447384
201802,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,26.9497368
200905,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,0.3796632
201706,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Cargo,Passenger,25.2845712
201302,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,63.92358
201207,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,359.1359856
201405,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,992.474532
201511,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,8.2754784
201911,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,4715.150681
200906,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,7.67718
201904,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,International,Asia,Enplaned,Cargo,Freighter,1139.210957
201103,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,28.613088
201302,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,417.3977304
201901,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,4.2896952
201902,French Bee,BF,French Bee,BF,International,Europe,Enplaned,Cargo,Passenger,2.2503096
201609,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,6.250608
200508,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,2.669436
201603,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,530.5772808
200810,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,97.7022648
201510,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,10.1302488
201307,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,66.7032408
201907,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,0.5266296
201503,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,968.0971608
202008,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,1338.140412
201205,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,343.0340928
201109,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,266.9086728
201409,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,12.936672
201801,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Cargo,Passenger,319.112136
201211,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,50.7582936
201009,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,17.9553024
201512,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,309.6373392
201702,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,77.830956
201307,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,37.1416752
200601,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,114.7730472
201602,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,4.7800368
201002,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Mail,Passenger,0.0449064
201211,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,1657.166364
201511,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,155.3475672
201104,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,12.6141624
201601,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,445.988592
201405,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,477.0470376
200601,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,18.0745992
201504,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,0.5824224
201203,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,512.2382328
201201,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,65.0231064
201704,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Express,Passenger,4.0406688
201310,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,1449.448409
200904,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,545.404104
200804,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,2.7846504
201406,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Cargo,Passenger,14.399532
200704,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Cargo,Passenger,6.5132424
201904,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Mail,Passenger,327.3145848
201604,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,0.2077488
201409,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,71.9132904
202003,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,65.824164
201705,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,563.886036
201209,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Cargo,Passenger,3.3321456
201012,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,16.2080352
201108,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,241.4426616
200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,378.851256
201011,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,197.7655176
201212,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,0.0898128
201001,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,5.082588
202003,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,0.2140992
200709,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,17.9435088
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Cargo,Passenger,0.092988
202008,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Cargo,Passenger,473.0018328
201411,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,60.2593992
202004,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,0.1705536
200704,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,0.0403704
201003,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,32.232816
201611,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Mail,Passenger,163.5155424
201209,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Cargo,Passenger,200.395944
201407,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,21.947436
200809,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,214.4262456
201506,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,153.8856144
201511,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,113.4893592
201508,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,79.6993344
201501,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,10.337544
201803,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,31.8821832
200906,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,0.7810992
201306,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,1.7853696
201802,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,0.4907952
201507,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,849.1804776
200708,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,101.4961752
201112,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Cargo,Passenger,7.5968928
